idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,content,expired,flavor,item_idx,item_type,like,overall,sweetness,member_idx
838,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,169
839,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,170
840,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,178
841,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,180
842,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,186
843,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,197
844,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,205
845,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,207
846,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,208
847,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,212
848,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,215
849,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,223
850,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,228
851,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,238
852,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,241
853,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,242
854,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,244
855,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,253
856,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,257
857,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,260
858,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,261
859,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,264
860,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,267
861,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,269
862,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,271
863,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,277
864,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,286
865,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,298
866,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,302
867,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,307
868,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,309
869,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,319
870,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,321
871,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,322
872,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,330
873,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,331
874,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,332
875,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,340
876,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,344
877,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,349
878,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,357
879,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,367
880,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,375
881,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,385
882,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,386
883,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,387
884,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,393
885,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,397
886,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,400
887,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,409
888,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,413
889,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,415
890,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,416
891,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,428
892,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,429
893,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,435
894,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,439
895,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,441
896,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,452
897,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,453
898,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,455
899,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,460
900,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,471
901,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,480
902,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,491
903,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,497
904,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,498
905,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,502
906,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,506
907,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,508
908,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,523
909,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,526
910,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,531
911,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,533
912,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,534
913,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,538
914,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,551
915,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,552
916,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,556
917,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,557
918,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,558
919,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,562
920,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,570
921,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,571
922,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,572
923,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,590
924,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,592
925,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,597
926,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,601
927,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,603
928,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,605
929,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,606
930,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,611
931,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,613
932,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,614
933,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,615
934,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,625
935,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,627
936,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,630
937,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,631
938,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,633
939,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,657
940,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,659
941,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,660
942,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,662
943,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,663
944,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,674
945,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,677
946,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,678
947,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,680
948,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,685
949,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,689
950,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,695
951,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,696
952,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,701
953,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,708
954,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,716
955,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,717
956,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,719
957,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,721
958,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,731
959,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,738
960,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,741
961,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,744
962,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,748
963,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,750
964,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,754
965,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,756
966,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,757
967,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,762
968,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,771
969,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,773
970,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,775
971,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,777
972,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,778
973,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,779
974,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,784
975,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,785
976,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,786
977,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,791
978,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,800
979,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,812
980,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,813
981,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,814
982,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,824
983,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,825
984,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,834
985,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,839
986,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,842
987,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,847
988,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,849
989,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,857
990,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,3,6,859
991,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,865
992,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,869
993,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,870
994,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,872
995,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,874
996,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,880
997,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,888
998,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,893
999,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,895
1000,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,905
1001,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,910
1002,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,916
1003,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,921
1004,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,924
1005,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,926
1006,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,1,6,929
1007,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,4,6,951
1008,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,2,6,953
1009,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,955
1010,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,957
1011,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,5,6,960
1012,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,6,6,961
1013,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,9,6,971
1014,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,10,6,973
1015,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,982
1016,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,8,6,993
1017,,,5,6,6,"마일드, 적포도, 메이플시럽, 다크초코",커피가 괜찮아요,N,7,5,bean,0,7,6,1000
1018,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,5,8,6
1019,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,13
1020,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,18
1021,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,25
1022,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,1,8,29
1023,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,10,8,39
1024,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,42
1025,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,54
1026,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,7,8,58
1027,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,61
1028,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,70
1029,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,76
1030,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,5,8,77
1031,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,85
1032,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,89
1033,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,10,8,102
1034,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,10,8,106
1035,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,115
1036,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,1,8,116
1037,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,119
1038,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,123
1039,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,125
1040,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,131
1041,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,2,8,133
1042,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,10,8,134
1043,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,3,8,138
1044,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,139
1045,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,144
1046,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,7,8,156
1047,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,7,8,158
1048,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,6,8,159
1049,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,8,8,162
1050,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,167
1051,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,4,8,171
1052,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,7,8,173
1053,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,10,8,176
1054,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,9,8,178
1055,,,6,4,8,"사과, 자두, 살구, 스카치 캔디, 조청, 밀크초코",커피가 괜찮아요,N,8,6,bean,0,6,8,181
